Name,Designer,URL,Gender,Accords,Description,Pros and cons,Top Notes,Middle Notes,Base Notes,Longevity,Sillage
Ameixa Negra,O Boticário,https://www.fragrantica.com/perfume/O-Boticario/Ameixa-Negra-54352.html,women,fruity (100%); floral (82.1013%); sweet (69.5943%); vanilla (64.1067%); fresh (63.8513%); powdery (59.64%),"Ameixa Negra by O Boticário is a Floral Fruity Gourmand fragrance for women. Ameixa Negra was launched in 2019. Top notes are Plum, Plum Blossom and White Pepper; middle notes are Plum, Red Berries, Jasmine Sambac, Peony and Lotus; base notes are Madagascar Vanilla, White Violet, Musk, Cedar and Heliotrope.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",,"['Plum', 'Plum Blossom', 'White Pepper']","['Plum', 'Red Berries', 'Jasmine Sambac', 'Peony', 'Lotus']","['Madagascar Vanilla', 'White Violet', 'Musk', 'Cedar', 'Heliotrope']",,
Floratta Cerejeira em Flor,O Boticário,https://www.fragrantica.com/perfume/O-Boticario/Floratta-Cerejeira-em-Flor-18997.html,women,white floral (100%); sweet (77.2125%); fruity (71.6525%); citrus (59.5813%); caramel (58.2979%); lactonic (54.7728%); woody (53.8298%); powdery (48.0212%); animalic (45.204%); amber (44.8192%),"Floratta Cerejeira em Flor by O Boticário is a Oriental Floral fragrance for women. Floratta Cerejeira em Flor was launched in 2013. Top notes are Wild Berries, Mandarin Orange and Apricot; middle notes are Gardenia, Orange Blossom, Honeysuckle, Jasmine and Lily-of-the-Valley; base notes are Caramel, Praline, Amber, Sandalwood and Musk.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Good projection', 'Similar to popular fragrances like Viva La Juicy and Pink Friday', 'Sweet and fruity scent', 'Velvety and smooth fruity notes', 'Moderately strong, but not overwhelming', 'Suitable for casual occasions', 'Long lasting fragrance', 'Unisex scent', 'Strong caramel note may not be for everyone', 'May not appeal to all genders', 'Synthetic aroma', 'May not be suitable for older or more old-fashioned tastes', 'May be too sweet for some people', 'Similarity to other fragrances could make it less unique', 'Not suitable for formal occasions or professional settings', 'May not be suitable for colder seasons or weather']","['Wild Berries', 'Mandarin Orange', 'Apricot']","['Gardenia', 'Orange Blossom', 'Honeysuckle', 'Jasmine', 'Lily-of-the-Valley']","['Caramel', 'Praline', 'Amber', 'Sandalwood', 'Musk']",very weak: 39; weak: 88; moderate: 169; long lasting: 37; eternal: 8,intimate: 121; moderate: 182; strong: 44; enormous: 25
Céu de Baunilha,O Boticário,https://www.fragrantica.com/perfume/O-Boticario/Ceu-de-Baunilha-54377.html,women,vanilla (100%); sweet (99.9054%); amber (98.0131%); fruity (79.1891%); musky (78.7163%); powdery (77.1791%); lactonic (68.3105%); woody (66.2296%); soft spicy (59.1825%); citrus (55.0673%),"Céu de Baunilha by O Boticário is a Oriental Vanilla fragrance for women. Céu de Baunilha was launched in 2019. Top notes are Dried Fruits, Lemon and Pink Pepper; middle notes are Solar Notes, Cashmere Wood, Floral Notes and Damask Plum; base notes are Vanilla, Amber, Milk, White Musk and Maltol.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",,"['Dried Fruits', 'Lemon', 'Pink Pepper']","['Solar Notes', 'Cashmere Wood', 'Floral Notes', 'Damask Plum']","['Vanilla', 'Amber', 'Milk', 'White Musk', 'Maltol']",,
Egeo Choc High,O Boticário,https://www.fragrantica.com/perfume/O-Boticario/Egeo-Choc-High-101141.html,women and men,sweet (100%); fruity (77.0492%); chocolate (63.0492%); warm spicy (50.6557%),"Egeo Choc High by O Boticário is a Floral Fruity Gourmand fragrance for women and men. This is a new fragrance. Egeo Choc High was launched in 2024. Top notes are Strawberry, Pink Pepper and Blueberry; middle notes are Condensed Milk, Jasmine and Orange Blossom; base notes are Strawberry, Chocolate and Sesame.Egeo Choc High Deodorant Cologne invites you to enjoy experiences at their best!What does it smell like? Creamy Chocolate as the protagonist combined with the tart shine of Strawberry and Cocoa Extract, which translates the sugar high effect, inspiring you to awaken energy* and lots of fun to enjoy life to the fullest.Dopamine yourself!This new interpretation with nuances of fresh chocolate, the sweet treat that is always present in the best moments, is shareable, and brings a balanced fragrance of your favorite Egeo Choc.This new version of the beloved Egeo Choc brings the balance of chocolate with strawberry and is a shareable fragrance, delivering that addictive sweet treat that is always present in the best moments.Come and enjoy the energy of Egeo Choc High!Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",,"['Strawberry', 'Pink Pepper', 'Blueberry']","['Condensed Milk', 'Jasmine', 'Orange Blossom']","['Strawberry', 'Chocolate', 'Sesame']",,
Liz Sublime,O Boticário,https://www.fragrantica.com/perfume/O-Boticario/Liz-Sublime-73715.html,women,citrus (100%); powdery (87.2502%); white floral (74.649%); vanilla (65.7936%); woody (63.9827%); musky (59.3692%); sweet (56.3924%); iris (49.3479%); warm spicy (48.7525%); aromatic (48.4055%),"Liz Sublime by O Boticário is a Woody Aromatic fragrance for women. This is a new fragrance. Liz Sublime was launched in 2022. The nose behind this fragrance is Emilie Bevierre-Coppermann. Top notes are Sweet Orange, Mandarin Orange, Bergamot, Sage and Cardamom; middle notes are Iris, Orange Blossom, Jasmine, Lily-of-the-Valley and Mimosa; base notes are Peach Cream, Vanilla, Sandalwood, Musk and Mousse de Saxe.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",,"['Sweet Orange', 'Mandarin Orange', 'Bergamot', 'Sage', 'Cardamom']","['Iris', 'Orange Blossom', 'Jasmine', 'Lily-of-the-Valley', 'Mimosa']","['Peach Cream', 'Vanilla', 'Sandalwood', 'Musk', 'Mousse de Saxe']",,
Egeo Blue,O Boticário,https://www.fragrantica.com/perfume/O-Boticario/Egeo-Blue-50082.html,women and men,fresh spicy (100%); citrus (87.1066%); aromatic (76.7752%); warm spicy (76.5513%); vanilla (70.2675%); woody (65.3659%); powdery (59.1228%); fresh (51.0287%); musky (47.0829%),"Egeo Blue by O Boticário is a Oriental Woody fragrance for women and men. Egeo Blue was launched in 2018. Top notes are Ginger, Lemon, Bergamot, Black Pepper and Saffron; middle notes are Cardamom, Malt and Geranium; base notes are Vanilla, Cashmeran, Patchouli and Vetiver.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",,"['Ginger', 'Lemon', 'Bergamot', 'Black Pepper', 'Saffron']","['Cardamom', 'Malt', 'Geranium']","['Vanilla', 'Cashmeran', 'Patchouli', 'Vetiver']",,
Portinari,O Boticário,https://www.fragrantica.com/perfume/O-Boticario/Portinari-7357.html,men,aromatic (100%); fresh spicy (82.5061%); warm spicy (81.939%); vanilla (80.9094%); woody (66.8861%); amber (64.248%); citrus (64.0167%); lavender (61.0081%); powdery (56.2528%); sweet (54.6101%),"Portinari by O Boticário is a Woody Aromatic fragrance for men. Portinari was launched in 1998. Portinari was created by Thierry Bessard and Joachim Correl. Top notes are Tangerine, Bergamot and Cypress; middle notes are Cloves, Lavender, Basil, Vetiver, Geranium, Sandalwood, Patchouli, Coriander and Caraway; base notes are Vanille, Amber, Tonka Bean and Musk.More than a fragrance, it is also a project: to disseminate the work of the greatest Brazilian painter.The opening is elegant and fresh - bergamot, tangerine, and cypress. The heart is sensuous and exciting, like a painting - basil, carnation, lavender, geranium, and rich woods. The base is long-lasting, like firm brushstrokes-amber, musk, vanilla and tonka beans.It is available as 100 ml EDT and soap.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",,"['Tangerine', 'Bergamot', 'Cypress']","['Cloves', 'Lavender', 'Basil', 'Vetiver', 'Geranium', 'Sandalwood', 'Patchouli', 'Coriander', 'Caraway']","['Vanille', 'Amber', 'Tonka Bean', 'Musk']",,
Clash,O Boticário,https://www.fragrantica.com/perfume/O-Boticario/Clash-103715.html,men,aromatic (100%); woody (71.3064%); fruity (68.449%); fresh spicy (66.3672%); marine (65.5101%); tropical (60.0407%); lavender (57.3471%); metallic (54.4897%); fresh (53.2655%); herbal (50.6121%),"Clash by O Boticário is a Aromatic Aquatic fragrance for men. This is a new fragrance. Clash was launched in 2025. The nose behind this fragrance is Dominique Ropion. Top notes are Carambola (Star Fruit), Marine notes, Metallic notes, Aldehydes and Timur; middle notes are Lavender, Aromatic Notes, Sage and Geranium; base notes are Amber, Cashmeran, Cedar, Coumarin, Vetiver, Cypress, Patchouli and Moss.Clash encourages men to face pressure and emerge stronger, recognizing that their strength comes from imperfection. From pressure comes Clash, a fragrance that is impactful from start to finish, the result of a powerful combination of freshness and strength.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",,"['Carambola (Star Fruit)', 'Marine notes', 'Metallic notes', 'Aldehydes', 'Timur']","['Lavender', 'Aromatic Notes', 'Sage', 'Geranium']","['Amber', 'Cashmeran', 'Cedar', 'Coumarin', 'Vetiver', 'Cypress', 'Patchouli', 'Moss']",,
Arbo Puro,O Boticário,https://www.fragrantica.com/perfume/O-Boticario/Arbo-Puro-89706.html,men,fresh spicy (100%); woody (89.7255%); aromatic (77.5674%); green (69.3805%); citrus (66.9405%); warm spicy (61.766%); ozonic (60.8655%); fresh (54.971%); aquatic (52.1056%); powdery (51.0002%),"Arbo Puro by O Boticário is a Aromatic Fougere fragrance for men. This is a new fragrance. Arbo Puro was launched in 2024. The nose behind this fragrance is Leslie Gauthier. Top notes are Melon, Black Pepper, Bergamot, Rangpur, Grapefruit and Cardamom; middle notes are Bamboo, Green Tea, Mint, Lavender, Geranium, Lily of the Valley and Violet; base notes are Cedar, Patchouli, Musk, Amber, Cashmeran and Coumarin.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",,"['Melon', 'Black Pepper', 'Bergamot', 'Rangpur', 'Grapefruit', 'Cardamom']","['Bamboo', 'Green Tea', 'Mint', 'Lavender', 'Geranium', 'Lily of the Valley', 'Violet']","['Cedar', 'Patchouli', 'Musk', 'Amber', 'Cashmeran', 'Coumarin']",,
Anni,O Boticário,https://www.fragrantica.com/perfume/O-Boticario/Anni-15415.html,women,sweet (100%); fruity (87.9814%); white floral (85.9578%); tropical (73.6398%); fresh (66.9882%); citrus (64.4195%); floral (64.0672%); powdery (60.0731%); musky (51.4681%); amber (47.949%),"Anni by O Boticário is a Floral Fruity fragrance for women. Anni was launched in 2010. The nose behind this fragrance is Sonia Constant. Top notes are Tropical Fruits, Apricot, Mandarin Orange and Sicilian Lemon; middle notes are Jasmine, Freesia and Lily-of-the-Valley; base notes are Sweet Notes, Musk, Amber and Sandalwood.Anni is a fresh floral - fruity fragrance for relaxed and dynamic young women. It is created by perfumer Sonia Constant. It was launched in September 2010.Top notes: mandarin, Sicilian lemon and apricot. Heart: freesia, lily of the valley and jasmine. Base: musk, amber, sandalwood and gourmand notes.Available in bottles of 100 ml.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",,"['Tropical Fruits', 'Apricot', 'Mandarin Orange', 'Sicilian Lemon']","['Jasmine', 'Freesia', 'Lily-of-the-Valley']","['Sweet Notes', 'Musk', 'Amber', 'Sandalwood']",,
Lilac,O Boticário,https://www.fragrantica.com/perfume/O-Boticario/Lilac-91518.html,women,floral (100%); fresh (77.1034%); white floral (64.9376%); fruity (56.9832%); green (55.6418%); sweet (50.0269%),"Lilac by O Boticário is a Floral fragrance for women. This is a new fragrance. Lilac was launched in 2024. Top notes are Pear, Freesia, Peach Blossom, Mandarin Orange and Grapefruit; middle notes are Lilac, Lily of the Valley and Jasmine; base notes are Musk, Cedar, Cashmeran and Amber.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",,"['Pear', 'Freesia', 'Peach Blossom', 'Mandarin Orange', 'Grapefruit']","['Lilac', 'Lily of the Valley', 'Jasmine']","['Musk', 'Cedar', 'Cashmeran', 'Amber']",,
Malbec Icon,O Boticário,https://www.fragrantica.com/perfume/O-Boticario/Malbec-Icon-95921.html,men,woody (100%); fresh spicy (84.5231%); aromatic (77.963%); warm spicy (69.3209%); patchouli (57.8901%); citrus (53.1761%); lavender (51.9978%); earthy (50.8191%); leather (48.8555%); smoky (45.0844%),"Malbec Icon by O Boticário is a Woody Chypre fragrance for men. This is a new fragrance. Malbec Icon was launched in 2024. The nose behind this fragrance is Alexis Grugeon. Top notes are Cardamom, Black Pepper, Bergamot, Lemon and Thyme; middle notes are Lavender, Nutmeg and Cedar Leaves; base notes are Cedar, Patchouli, Birch, Vetiver and Amber.Malbec Icon is the ideal fragrance for the modern and confident man, just like José Inocêncio and José Bento from the Brazilian soap opera Renascer in 2024, making his presence felt at the time of conquest! Malbec Icon brings a reinterpretation of the iconic essence of Malbec, inspired by maceration in mineral amphorae, which amplifies the younger and more natural personality of the wines. The result is a fragrance that intensifies the aromatic freshness and the mix of robust woods, composed mainly of Patchouli in its most modern version.A Woody Chypre that brings all the strength of Malbec in a more modern version. The translation of the modern and confident man who is always renewing himself. It makes its presence felt with authenticity, bringing with it updated codes of conquest.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",,"['Cardamom', 'Black Pepper', 'Bergamot', 'Lemon', 'Thyme']","['Lavender', 'Nutmeg', 'Cedar Leaves']","['Cedar', 'Patchouli', 'Birch', 'Vetiver', 'Amber']",,
