Name	Designer	URL	Gender	Accords	Description	Pros and cons	Top Notes	Middle Notes	Base Notes	Longevity	Sillage
Caramel Cherry Delight	The Dua Brand	https://www.fragrantica.com/perfume/The-Dua-Brand/Caramel-Cherry-Delight-65940.html	women and men	sweet (100%); cherry (89.8777%); warm spicy (80.4685%); vanilla (74.7657%); almond (66.7822%); nutty (64.7864%); caramel (61.3648%); fruity (59.0836%); citrus (58.7982%); amber (52.2405%)	Caramel Cherry Delight by The Dua Brand is a Floral Fruity Gourmand fragrance for women and men. Caramel Cherry Delight was launched in 2021.		['Griotte Cherries', 'Sour Cherry', 'Caramel', 'Cherry extract', 'Tonka Bean', 'Vanilla', 'Bitter Almond', 'Bergamot', 'Benzoin', 'Ginger', 'Cinnamon', 'Sandalwood', 'Cardamom', 'Turkish Rose', 'Pink Rose', 'Blood Orange', 'Peru Balsam', 'Black Currant', 'Musk', 'Jasmine Sambac', 'Patchouli', 'Licorice', 'Cedar', 'Green Notes', 'Haitian Vetiver', 'Lavender', 'Ambergris']	[]	[]		
Fire God	The Dua Brand	https://www.fragrantica.com/perfume/The-Dua-Brand/Fire-God-86190.html	women and men	fruity (100%); sweet (73.426%); tropical (68.8889%); fresh (55.9259%); citrus (53.3334%); oud (49.4444%); warm spicy (47.5001%); sour (47.5001%)	Fire God by The Dua Brand is a Oriental fragrance for women and men. Fire God was launched in 2023.Fire God by The Dua Brand is a unisex fragrance that captures the essence of the God of Fire. This captivating scent took the fragrance world by storm upon its release, leaving a lasting impression on those who experience it. With its resolute blend of ginger, lemon, red berries, and cypriol, Fire God offers a duality of fruits and spices that overtake the senses. Its amber woody composition lingers on the skin for hours, like stubborn embers on a consumed log in a hearth. Presented in a concentrated form as an Extrait de Parfum, Fire God is a must-have for individuals who embody persistence, motivation, authority, and bravery. The notes of Fire God include mango, lemon, ginger, red berries, woodsy notes, jasmine, musk, oud, cypriol, and amber. This fragrance opens with a burst of refreshing citrus from the lemon and mango, which is complemented by the spicy warmth of ginger. The heart notes feature the subtle sweetness of red berries and the intoxicating aroma of jasmine. As the scent develops, it reveals a woody undertone that is enriched by musk and oud. The composition culminates with the earthy richness of cypriol and the warm embrace of amber. With its complex blend of ingredients, Fire God belongs to the olfactory group of Oriental Woody fragrances.		['Red Berries', 'Mango', 'Ginger', 'Lemon', 'Oud', 'Amber', 'Jasmine', 'Musk', 'Woodsy Notes']	[]	[]		
Strawberry Dream Cake	The Dua Brand	https://www.fragrantica.com/perfume/The-Dua-Brand/Strawberry-Dream-Cake-96300.html	women	sweet (100%); fruity (80%); vanilla (60%); lactonic (50%)	Strawberry Dream Cake by The Dua Brand is a Floral Fruity Gourmand fragrance for women. This is a new fragrance. Strawberry Dream Cake was launched in 2024.Strawberry Dream Cake is a fragrance inspired by the delightful aroma of Strawberry Pound Cake. It opens with the flirty and sweet scent of fresh strawberries, followed by the comforting aroma of buttery golden shortcake. The fragrance is rounded off with a light and airy note of whipped cream, creating a truly indulgent experience.		['Whipped Cream', 'Strawberry', 'Cake']	[]	[]		
Creamy Rice Pudding	The Dua Brand	https://www.fragrantica.com/perfume/The-Dua-Brand/Creamy-Rice-Pudding-80957.html	women and men	sweet (100%); lactonic (79.1892%); vanilla (71.6216%); savory (60.2702%); fresh spicy (48.919%)	Creamy Rice Pudding by The Dua Brand is a fragrance for women and men. This is a new fragrance. Creamy Rice Pudding was launched in 2023.Creamy Rice Pudding is an original creation from Dua Fragrances, classified as a gourmand fragrance. This fragrance is unisex and comes in the form of an Extrait de Parfum with a concentration of 30 ML (1 FL.OZ). Dua Fragrances has managed to turn the comfort food of creamy rice pudding into a fragrance that is starchy, sweet, and lactonic. This fragrance is perfect for those who want to enjoy the comforting scent of familiar food whenever their senses call for it.Creamy Rice Pudding contains notes of sugar, milk, rice, raisins, vanilla milk, and nutmeg. The fragrance smells fruity and saccharine with touches of raisin that join the vanilla for an explosion of flavors. The scent is as addictive as it is comforting and smells exactly like the dessert it was inspired by. When you wear Creamy Rice Pudding, you will feel enveloped in a cloud of sweetness that will lift your spirits and make you feel cozy. The olfactory group that best fits this description is 'Floral Fruity Gourmand'.		['Sugar', 'Milk', 'Rice', 'Vanilla', 'Nutmeg']	[]	[]		
Pur Blanca	Avon	https://www.fragrantica.com/perfume/Avon/Pur-Blanca-2378.html	women	floral (100%); powdery (60.3869%); musky (57.8629%); rose (56.1318%); fresh (51.8063%)	Pur Blanca by Avon is a Floral fragrance for women. Pur Blanca was launched in 2003. The nose behind this fragrance is Harry Fremont. Top notes are Freesia, Mint and Bergamot; middle notes are Peony, White Rose and White Lotus; base notes are Musk, Heliotrope and Sandalwood.The floral perfume Pur Blanca, decorated with white flowers, was presented in 2003. It includes the notes of ylang-ylang, white freesia and aquatic mint in the top notes. The heart encompasses white rose, lotus and white peony, whereas the base notes carry light sandalwood, musk and heliotrope.	['Clean, gentle, innocent smell', 'Great for feeling clean and fresh', 'Simple and casual fragrance', 'Affordable price', 'Inoffensive and suitable for shy women or college students', 'Good for summer days', 'Popular and classic fragrance', 'Powdery and floral green scent', 'Too light or boring for some people', 'Fades quickly and needs to be reapplied', 'Poor longevity', 'Does not work well for glamorous events', 'More suitable for unisex or feminine gender stereotypes', 'Not impressive or unique', 'Unbalanced and sharp floral notes', 'Can turn sour or smell like spoiled milk on some skin types']	['Freesia', 'Mint', 'Bergamot']	['Peony', 'White Rose', 'White Lotus']	['Musk', 'Heliotrope', 'Sandalwood']	very weak: 15%; weak: 29%; moderate: 44%; long lasting: 9%; eternal: 3%	very weak: 35%; intimate: 47%; strong: 12%; enormous: 6%
Far Away	Avon	https://www.fragrantica.com/perfume/Avon/Far-Away-4908.html	women	vanilla (100%); powdery (88.5196%); sweet (83.1267%); white floral (81.8288%); woody (74.563%); coconut (64.5903%); floral (64.1447%); yellow floral (63.0095%); amber (56.9004%); lactonic (55.1909%)	Far Away by Avon is a Oriental Floral fragrance for women. Far Away was launched in 1994. Far Away was created by René Morgenthaler and Xavier Renard. Top notes are Coconut, Ylang-Ylang, Peach, Karo Karounde and Orange; middle notes are Jasmine, Gardenia, Violet, Freesia, Osmanthus and Rose; base notes are Vanilla, Sandalwood, Amber and Musk.	['Longevity and sillage are great', 'Reasonably priced compared to similar fragrances', 'Distinct and classic fragrance', 'Soft and powdery with tropical creaminess', 'Well-composed floriental', 'Brings positive feelings and confidence', 'Good for sandalwood lovers', 'Comforting and Escapist fragrance', 'Can be heavy and overwhelming if overapplied', 'Not suitable for those who dislike strong, sweet scents', 'Some may find it old-fashioned or dated', 'Can cause headaches in some individuals', 'May have a sharp or offensive opening', 'Not universally appealing, chemistry-dependent', 'May smell like sickly sweet soap to some', 'May remind some of scented pantyliners or toilet tissue']	['Coconut', 'Ylang-Ylang', 'Peach', 'Karo Karounde', 'Orange']	['Jasmine', 'Gardenia', 'Violet', 'Freesia', 'Osmanthus', 'Rose']	['Vanilla', 'Sandalwood', 'Amber', 'Musk']	very weak: 3%; weak: 7%; moderate: 27%; long lasting: 40%; eternal: 23%	very weak: 7%; intimate: 29%; strong: 39%; enormous: 25%
Far Away Beyond	Avon	https://www.fragrantica.com/perfume/Avon/Far-Away-Beyond-68182.html	women	vanilla (100%); sweet (91.6896%); woody (90.2389%); powdery (79.9352%); white floral (60.779%); fruity (58.1409%); musky (57.6718%); warm spicy (55.268%); soft spicy (52.7473%); cacao (50.2261%)	Far Away Beyond by Avon is a Oriental Vanilla fragrance for women. Far Away Beyond was launched in 2021. Far Away Beyond was created by Marion Costero and Olivier Glotin. Top notes are Pear, Pink Pepper, Cacao Pod and Bergamot; middle notes are Cedar, Chocolate Truffle, Milk Cream, Jasmine and Orange Blossom; base notes are Madagascar Vanilla, Sandalwood, Whipped Cream and Musk.	['Amazing value for money', 'Warm, inviting, and cosy', 'Fabulous vanilla gourmand scent', 'Nice office alternative at a decent price', 'Classy scent', 'Lasts 8 hours on two sprays', 'Less heavy on syrupy pear than La Belle', 'Reminiscent of JPG La Belle, but more subdued', 'No fruit notes besides a sprinkling of sugar water-like pear in the opening', 'Smells like pine trees instead of Ambervanilla for some people', 'Dry down smells like sick on some individuals', 'Orange blossom could be toned down for some individuals']	['Pear', 'Pink Pepper', 'Cacao Pod', 'Bergamot']	['Cedar', 'Chocolate Truffle', 'Milk Cream', 'Jasmine', 'Orange Blossom']	['Madagascar Vanilla', 'Sandalwood', 'Whipped Cream', 'Musk']	very weak: 3%; weak: 13%; moderate: 48%; long lasting: 28%; eternal: 8%	very weak: 12%; intimate: 56%; strong: 28%; enormous: 4%
Far Away Beyond The Moon	Avon	https://www.fragrantica.com/perfume/Avon/Far-Away-Beyond-The-Moon-84155.html	women	vanilla (100%); woody (97.9291%); white floral (86.994%); powdery (84.9643%); cherry (83.0179%); sweet (70.5086%); soft spicy (58.3728%); warm spicy (57.1715%); balsamic (54.0858%)	Far Away Beyond The Moon by Avon is a Floral fragrance for women. This is a new fragrance. Far Away Beyond The Moon was launched in 2023. Far Away Beyond The Moon was created by Olivier Gillotin, Hernan Fígoli and Marypierre Julien. Top note is Cherry; middle note is Lady of the Night Flower; base notes are Vanilla and Australian Sandalwood.Capture the mystery of the moon with the rich and long-lasting floral and oriental fragrance of Far Away Beyond The Moon Parfum. Shine bright with luxurious wild cherry, blooming Belle de Nuit flower - a nocturnal flower that blooms in the moonlight - and hypnotic Australian sandalwood.		['Cherry']	['Lady of the Night Flower']	['Vanilla', 'Australian Sandalwood']		
Today	Avon	https://www.fragrantica.com/perfume/Avon/Today-808.html	women	white floral (100%); floral (86.7398%); tuberose (64.5758%); green (51.8564%); animalic (49.0958%); musky (47.3656%); citrus (44.6409%)	Today by Avon is a Floral Woody Musk fragrance for women. Today was launched in 2004. The nose behind this fragrance is Olivier Cresp. Top notes are Freesia, Cactus and Stephanotis; middle notes are Tuberose, Orange Blossom, Hibiscus, Strelitzia and Buddleia; base notes are Musk, Water Notes, Woody Notes, Cedar and Rose. This perfume is the winner of award FiFi Award Fragrance Of The Year Women`s Private Label 2005.Today is the first fragrance in Avon’s trilogy of love. The face od Today’s ad campaign is Salma Hayek. The fragrance includes exotic tropical florals including strelitzia, also known as bird of paradise, and butterfly bush. The composition starts with the refreshing notes of freesia and cactus sap, while the note of white pepper ads some drama to this melody. Exotic flowers smell like honey. Base note includes sandalwood, cedar, velvety musky notes with a splash of rose water. Perfume was launched in 2004. It also won a 2005 FiFi award.	['Its quality is comparable to higher-end market fragrances', 'It has an uplifting quality that can boost your mood', 'Lasts long and has great sillage', "Ultra-feminine and soft, it's perfect for daily wear", "This fragrance is considered one of Avon's best", 'It smells mature and elegant', 'Its heavy elegant bottle and golden juice are eye-catching', 'The scent is beautiful, sexy, and irresistible', "It may be too rich for some people's taste", 'Might be considered old-fashioned by some people', 'The scent may be too loud or shrill for some people', 'It may not be suitable for people who dislike tuberose-based scents', "The strong freesia note may be off-putting to those who don't like white florals", 'It may bother your nose if you wear it every day', 'It may not be suitable for everyday wear due to its intensity', 'May have an unpleasant Lysol-like smell to some people']	['Freesia', 'Cactus', 'Stephanotis']	['Tuberose', 'Orange Blossom', 'Hibiscus', 'Strelitzia', 'Buddleia']	['Musk', 'Water Notes', 'Woody Notes', 'Cedar', 'Rose']	very weak: 3%; weak: 7%; moderate: 31%; long lasting: 37%; eternal: 22%	very weak: 7%; intimate: 32%; strong: 36%; enormous: 25%
Far Away Rebel	Avon	https://www.fragrantica.com/perfume/Avon/Far-Away-Rebel-50533.html	women	sweet (100%); fruity (88.0185%); vanilla (74.6549%); chocolate (55.5437%); lactonic (51.9304%); warm spicy (47.678%); white floral (46.3542%); soft spicy (46.1401%); woody (46.0039%); caramel (44.7188%)	Far Away Rebel by Avon is a Floral Fruity Gourmand fragrance for women. Far Away Rebel was launched in 2018. The nose behind this fragrance is Jean-Marc Chaillan. Top notes are Whipped Cream, Black Currant, Dried Plum and Red Fruits; middle notes are Orange Blossom, Madagascar Vanilla and Jasmine Sambac; base notes are Chocolate, Caramel, Salt, Patchouli and Ambertonic.Avon launches Far Away Rebel in July 2018 as the latest fragrance in the Far Away collection. It is developed with perfumer Jean-Marc Chaillan, from the IFF who said: "I felt inspired by the woman who emanates hints of innocence beneath a layer of audacious passion."This combination opens with a vivid burst of crème de cassis and fresh orange blossom and finishes with a salted chocolate and toffee, as "an alluring blend of naughty and nice."Available as a 50 ml EDP.	['Thick and warm gourmand scent', 'Affordable price', 'Great scent for autumn and winter', 'Sensual and intense fragrance', 'Similar to more expensive perfumes', 'Fruity top notes balanced by toffee and cream', 'Longevity up to 6 hours', 'Suitable for both men and women', 'Some people may not enjoy the sweetness', "May not last very long on some people's skin", 'New Fragrantica design is disappointing', 'One person found it sickening', 'One person only smelled alcohol and nothing else']	['Whipped Cream', 'Black Currant', 'Dried Plum', 'Red Fruits']	['Orange Blossom', 'Madagascar Vanilla', 'Jasmine Sambac']	['Chocolate', 'Caramel', 'Salt', 'Patchouli', 'Ambertonic']	very weak: 5%; weak: 21%; moderate: 51%; long lasting: 16%; eternal: 7%	very weak: 19%; intimate: 51%; strong: 20%; enormous: 10%
